num_hyps,proof_effort,frequency,canonical
4,6,2,"(x : α) (xs : List α) (y : β) (ys : List β) (u : α) (us : List α) (ih : ∀ (vs : List β), us.length = vs.length → zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) (vs : List β) (hrev : (u :: us).length = vs.length) (h1 : ((v : β) → (hrev' : us.length = vs.length) → zip' (u :: us ++ [x]) (v :: vs ++ [y]) = zip' (u :: us) (v :: vs) ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length)) : zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)]"
4,5,2,"(x : α) (xs : List α) (y : β) (ys : List β) (u : α) (us : List α) (ih : ∀ (vs : List β), us.length = vs.length → zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) (vs : List β) (hrev : (u :: us).length = vs.length) (h1 : zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → zip' (u :: us ++ [x]) (v :: vs ++ [y]) = zip' (u :: us) (v :: vs) ++ [(x, y)])) : zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)]"
4,4,1,(xs : List α) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (h1 : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' (x :: xs) (y :: ys)).reverse) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse
4,5,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = zip' xs.reverse ys.reverse ++ [(x, y)]"
4,4,1,"(x : α) (xs : List α) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (h1 : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' xs ys).reverse ++ [(x, y)]) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse"
4,4,1,(xs : List α) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (h1 : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse
4,5,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' xs ys).reverse ++ [(x, y)]"
4,4,1,"(xs : List α) (ys : List β) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (vs : List β) (hvs : ys.reverse = vs) (h1 : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = zip' xs.reverse ys.reverse ++ [(x, y)]"
4,4,1,"(x : α) (xs : List α) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (h1 : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = ((x, y) :: zip' xs ys).reverse) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse"
4,5,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = ((x, y) :: zip' xs ys).reverse"
4,8,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → (h' : xs.length = ys.length) → (hrev : xs.reverse.length = ys.reverse.length) → zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' xs ys).reverse ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)])) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
4,5,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (h1 : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = zip' xs.reverse ys.reverse ++ [(x, y)]) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse"
4,6,1,"(x : α) (xs : List α) (y : β) (ys : List β) (u : α) (us : List α) (ih : ∀ (vs : List β), us.length = vs.length → zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) (vs : List β) (hrev : (u :: us).length = vs.length) (h1 : zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → (hrev' : us.length = vs.length) → (u, v) :: zip' (us ++ [x]) (vs ++ [y]) = (u, v) :: zip' us vs ++ [(x, y)])) : zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)]"
4,5,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse"
5,7,3,"(x : α) (xs : List α) (y : β) (ys : List β) (u : α) (us : List α) (ih : ∀ (vs : List β), us.length = vs.length → zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) (vs : List β) (hrev : (u :: us).length = vs.length) (h1 : zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → (hrev' : us.length = vs.length) → zip' (u :: us ++ [x]) (v :: vs ++ [y]) = zip' (u :: us) (v :: vs) ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length)) : zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)]"
5,6,3,"(x : α) (xs : List α) (y : β) (ys : List β) (u : α) (us : List α) (ih : ∀ (vs : List β), us.length = vs.length → zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) (vs : List β) (hrev : (u :: us).length = vs.length) (h1 : zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → zip' (u :: us ++ [x]) (v :: vs ++ [y]) = zip' (u :: us) (v :: vs) ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length)) : zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)]"
5,7,3,"(x : α) (xs : List α) (y : β) (ys : List β) (u : α) (us : List α) (ih : ∀ (vs : List β), us.length = vs.length → zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) (vs : List β) (hrev : (u :: us).length = vs.length) (h1 : zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → (hrev' : us.length = vs.length) → (u, v) :: zip' (us ++ [x]) (vs ++ [y]) = (u, v) :: zip' us vs ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length)) : zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)]"
5,6,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (us : List α) (hus : xs.reverse = us) (hrev : us.length = ys.reverse.length) : zip' (us ++ [x]) (ys.reverse ++ [y]) = zip' us ys.reverse ++ [(x, y)]"
5,6,1,"(xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (h1 : zip' (us ++ [x]) (ys.reverse ++ [y]) = zip' us ys.reverse ++ [(x, y)]) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = ((x, y) :: zip' xs ys).reverse"
5,6,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (h1 : zip' (us ++ [x]) (ys.reverse ++ [y]) = zip' us ys.reverse ++ [(x, y)]) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' (x :: xs) (y :: ys)).reverse"
5,6,1,"(xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (h1 : zip' (us ++ [x]) (ys.reverse ++ [y]) = zip' us ys.reverse ++ [(x, y)]) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' xs ys).reverse ++ [(x, y)]"
5,10,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (h' : xs.length = ys.length) → xs.length = ys.length) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → (hrev' : us.length = vs.length) → (u, v) :: zip' (us ++ [x]) (vs ++ [y]) = (u, v) :: zip' us vs ++ [(x, y)]))) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
5,6,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (h1 : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = zip' xs.reverse ys.reverse ++ [(x, y)]) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse"
5,12,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → (h' : xs.length = ys.length) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) (vs ++ [y]) = zip' [] vs ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → (hrev' : us.length = vs.length) → (u, v) :: zip' (us ++ [x]) (vs ++ [y]) = (u, v) :: zip' us vs ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length))) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
5,9,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → (h' : xs.length = ys.length) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) (vs ++ [y]) = zip' [] vs ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)])) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,7,2,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (vs : List β) (hvs : ys.reverse = vs) (h1 : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse"
6,7,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (us : List α) (hus : xs.reverse = us) (vs : List β) (hvs : ys.reverse = vs) (hrev : us.length = vs.length) : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]"
6,7,1,"(xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (vs : List β) (hvs : ys.reverse = vs) (h1 : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' xs ys).reverse ++ [(x, y)]"
6,7,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (h1 : zip' (us ++ [x]) (ys.reverse ++ [y]) = zip' us ys.reverse ++ [(x, y)]) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse"
6,7,1,"(xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (vs : List β) (hvs : ys.reverse = vs) (h1 : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = ((x, y) :: zip' xs ys).reverse"
6,15,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → (h' : xs.length = ys.length) → (hrev : xs.reverse.length = ys.reverse.length) → zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (h' : xs.length = ys.length) → xs.length = ys.length) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) (vs ++ [y]) = zip' [] vs ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → (hrev' : us.length = vs.length) → (u, v) :: zip' (us ++ [x]) (vs ++ [y]) = (u, v) :: zip' us vs ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length))) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,10,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → xs.length = ys.length) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) ([] ++ [y]) = zip' [] [] ++ [(x, y)] ∧ ((head✝ : β) → (tail✝ : List β) → zip' ([] ++ [x]) (head✝ :: tail✝ ++ [y]) = zip' [] (head✝ :: tail✝) ++ [(x, y)])) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)])) : (x :: xs).length = ys.length → zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,11,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : zip' (x :: xs).reverse [].reverse = (zip' (x :: xs) []).reverse ∧ ((y : β) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (h' : xs.length = ys.length) → xs.reverse.length = ys.reverse.length) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → (hrev' : us.length = vs.length) → zip' (u :: us ++ [x]) (v :: vs ++ [y]) = zip' (u :: us) (v :: vs) ++ [(x, y)]))) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,7,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (vs : List β) (hvs : ys.reverse = vs) (h1 : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' (x :: xs) (y :: ys)).reverse"
6,14,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : zip' (x :: xs).reverse [].reverse = (zip' (x :: xs) []).reverse ∧ ((y : β) → (h' : xs.length = ys.length) → (hrev : xs.reverse.length = ys.reverse.length) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) (vs ++ [y]) = zip' [] vs ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → (hrev' : us.length = vs.length) → zip' (u :: us ++ [x]) (v :: vs ++ [y]) = zip' (u :: us) (v :: vs) ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length))) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,11,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → xs.length = ys.length) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → (head✝ : β) → (tail✝ : List β) → zip' ([] ++ [x]) (head✝ :: tail✝ ++ [y]) = zip' [] (head✝ :: tail✝) ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → zip' (u :: us ++ [x]) (v :: vs ++ [y]) = zip' (u :: us) (v :: vs) ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length))) : (x :: xs).length = ys.length → zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,9,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → xs.length = ys.length) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) (vs ++ [y]) = zip' [] vs ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)])) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,11,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → (h' : xs.length = ys.length) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → xs.length = ys.length) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) ([] ++ [y]) = zip' [] [] ++ [(x, y)] ∧ ((head✝ : β) → (tail✝ : List β) → zip' ([] ++ [x]) (head✝ :: tail✝ ++ [y]) = zip' [] (head✝ :: tail✝) ++ [(x, y)])) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)])) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,10,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : zip' (x :: xs).reverse [].reverse = (zip' (x :: xs) []).reverse ∧ ((y : β) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) (vs ++ [y]) = zip' [] vs ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) ([] ++ [y]) = zip' (u :: us) [] ++ [(x, y)] ∧ ((v : β) → us.length = vs.length))) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,12,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → (h' : xs.length = ys.length) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (h' : xs.length = ys.length) → xs.reverse.length = ys.reverse.length) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) (vs ++ [y]) = zip' [] vs ++ [(x, y)]) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → ((v : β) → zip' (u :: us ++ [x]) (v :: vs ++ [y]) = zip' (u :: us) (v :: vs) ++ [(x, y)]) ∧ ((v : β) → us.length = vs.length))) : (x :: xs).length = ys.length → zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
6,11,1,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = ys.length) (h1 : ((y : β) → zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse) ∧ ((y : β) → (h' : xs.length = ys.length) → xs.reverse.length = ys.reverse.length) ∧ ((y : β) → (vs : List β) → (hrev : [].length = vs.length) → zip' ([] ++ [x]) ([] ++ [y]) = zip' [] [] ++ [(x, y)] ∧ ((head✝ : β) → (tail✝ : List β) → zip' ([] ++ [x]) (head✝ :: tail✝ ++ [y]) = zip' [] (head✝ :: tail✝) ++ [(x, y)])) ∧ ((y : β) → (u : α) → (us : List α) → (vs : List β) → (hrev : (u :: us).length = vs.length) → zip' (u :: us ++ [x]) (vs ++ [y]) = zip' (u :: us) vs ++ [(x, y)])) : zip' (x :: xs).reverse ys.reverse = (zip' (x :: xs) ys).reverse"
7,8,2,"(x : α) (xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (y : β) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (vs : List β) (hvs : ys.reverse = vs) (h1 : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) : zip' (x :: xs).reverse (y :: ys).reverse = (zip' (x :: xs) (y :: ys)).reverse"
7,8,1,"(ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hus : xs.reverse = us) (hrev : us.length = ys.reverse.length) (vs : List β) (hvs : ys.reverse = vs) (h1 : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) : zip' (us ++ [x]) (ys.reverse ++ [y]) = zip' us ys.reverse ++ [(x, y)]"
7,8,1,"(xs : List α) (ih : ∀ (ys : List β), xs.length = ys.length → zip' xs.reverse ys.reverse = (zip' xs ys).reverse) (ys : List β) (h : (x :: xs).length = (y :: ys).length) (h' : xs.length = ys.length) (hrev : xs.reverse.length = ys.reverse.length) (us : List α) (hus : xs.reverse = us) (vs : List β) (hvs : ys.reverse = vs) (h1 : zip' (us ++ [x]) (vs ++ [y]) = zip' us vs ++ [(x, y)]) : zip' (xs.reverse ++ [x]) (ys.reverse ++ [y]) = (zip' xs ys).reverse ++ [(x, y)]"
